flag,S,T,Patm,P,pH,CO2,fCO2,pCO2,fCO2pot,pCO2pot,fCO2insitu,pCO2insitu,HCO3,CO3,DIC,ALK,OmegaAragonite,OmegaCalcite,SIR,lon,lat
8,34.85956573486328,8.3262357711792,1,0,8.151334762573242,1.3996040192704489e-5,301.08458610358883,302.27420119118375,301.08458610358883,302.27420119118375,301.08458610358883,302.2742027155031,0.0019236136594909662,1.5501679628654124e-4,0.002092626495970212,0.002310962890625,2.3468257341713534,3.7015338345250295,0.2725540343778443,12.5,71.5
8,34.824989318847656,8.331500053405762,1,0,8.150590896606445,1.4016722334945534e-5,301.5174995807611,302.70875233429445,301.5174995807611,302.70875233429445,301.5174995807611,302.7087538628458,0.0019228551955153162,1.5459641217328537e-4,0.002091468330023547,0.002309162841796875,2.34081796260959,3.6922378534861244,0.2719803176459408,13.5,71.5
8,34.78970718383789,8.304386138916016,1,0,8.15040397644043,1.4030369246659457e-5,301.46568388867587,302.6571634949077,301.46568388867587,302.6571634949077,301.46568388867587,302.6571650238441,0.0019219353605595029,1.5416132956122305e-4,0.002090127059367385,0.002307186279296875,2.3344951880308233,3.6826334438823594,0.27173323156008644,14.5,71.5
8,34.76127243041992,8.239156723022461,1,0,8.150821685791016,1.4037766523423624e-5,300.90182149365063,302.09209488599316,300.90182149365063,302.09209488599316,300.90182149365063,302.0920964113695,0.0019210068177389237,1.537331906583454e-4,0.0020887777749206923,0.002305246826171875,2.328096088543244,3.6730806969196186,0.27186330483750293,15.5,71.5
8,34.735713958740234,8.124167442321777,1,0,8.15176010131836,1.4047841117222897e-5,299.89169032094816,301.0797606891744,299.89169032094816,301.0797606891744,299.89169032094816,301.0797622080935,0.0019202550674078105,1.532117359213662e-4,0.0020875146444463994,0.002303281982421875,2.3201121371359927,3.661283681149799,0.2723447583995597,16.5,71.5
8,34.70450210571289,7.956319808959961,1,0,8.153145790100098,1.406551117080366e-5,298.49335331422424,299.6784934305181,298.49335331422424,299.6784934305181,298.49335331422424,299.6784949407675,0.0019197105664462617,1.525245172107493e-4,0.0020863005948278143,0.00230113525390625,2.3095277017557216,3.645698199082885,0.273137635467517,17.5,71.5
8,34.669036865234375,7.7210235595703125,1,0,8.155022621154785,1.4096092285629102e-5,296.67297515058846,297.85453413670325,296.67297515058846,297.85453413670325,296.67297515058846,297.854535636184,0.0019195376260667256,1.5161840409418483e-4,0.0020852521224465396,0.00229884619140625,2.2954973344407095,3.625042405798482,0.27429585861515043,18.5,71.5
8,34.71096250360662,7.558508153395219,1,0,8.157241734591397,1.4097861626206184e-5,295.1345978072045,296.31252814190674,295.1345978072045,296.31252814190674,295.1345978072045,296.312529631061,0.0019219344073750074,1.5175265653151525e-4,0.0020877849255327287,0.002301630129172585,2.29671078868706,3.6275708725899722,0.27604526137029023,19.5,71.5
8,34.71096250360662,7.558508153395219,1,0,8.157241734591397,1.409786467953123e-5,295.13463012972994,296.31256059347754,295.13463012972994,296.31256059347754,295.13463012972994,296.3125620826321,0.001921934531139904,1.51752601701096e-4,0.002087784997520531,0.002301630129172585,2.2967101315829495,3.627569946169455,0.27604527914650206,20.5,71.5
8,34.6884765625,7.294388771057129,1,0,8.162135124206543,1.4034396519947082e-5,291.09827927020035,292.2641386620922,291.09827927020035,292.2641386620922,291.09827927020035,292.26414011907394,0.0019209045665349415,1.5170445429744733e-4,0.002086643417352336,0.002300615234375,2.295519204656463,3.6272195620267795,0.2790235842285657,21.5,71.5
8,34.68581008911133,7.166424751281738,1,0,8.161332130432129,1.4121687082032383e-5,291.60873062512104,292.7786024412519,291.60873062512104,292.7786024412519,291.60873062512104,292.77860390738914,0.001922591928346803,1.5077668656379863e-4,0.002087490301992634,0.002300067138671875,2.281193099532761,3.6052608453080293,0.278752804269121,22.5,71.5
8,34.683834075927734,7.044824600219727,1,0,8.16061019897461,1.4204112440484623e-5,292.07192832059286,293.2455354684836,292.07192832059286,293.2455354684836,292.07192832059286,293.245536943146,0.0019242351290062174,1.4991903514655365e-4,0.002088358276593256,0.002299642822265625,2.267947021291714,3.584958744536122,0.278527664712759,23.5,71.5
8,34.165714263916016,0.15921929478645325,1,0,8.16682243347168,1.7772279669691592e-5,282.69963964981883,283.94504073792837,282.69963964981883,283.94504073792837,282.69963964981883,283.9450423426642,0.0019677975381240304,1.1732160926134558e-4,0.0021028914270550675,0.002264519287109375,1.7731549269600402,2.8263188942072377,0.2889367918430517,-16.5,70.5
8,34.28300094604492,0.43860116600990295,1,0,8.166765213012695,1.758918293941655e-5,283.044865941229,284.28707313562563,283.044865941229,284.28707313562563,283.044865941229,284.28707473445627,0.0019656155715719833,1.1882245412779771e-4,0.0021020272086391977,0.0022661162109375,1.7951002517068937,2.860065505490729,0.2885783839191864,-15.5,70.5
8,34.377227783203125,0.7228567600250244,1,0,8.167534828186035,1.7373946220826896e-5,282.8362675909635,284.07278942732273,282.8362675909635,284.07278942732273,282.8362675909635,284.07279101388264,0.0019631301683676492,1.2050150875274032e-4,0.0021010056233412163,0.0022678271484375,1.8198495218377724,2.8983527654586907,0.28872469105212073,-14.5,70.5
8,34.45554733276367,1.0117852687835693,1,0,8.169136047363281,1.7127081923188675e-5,282.07263179374485,283.30100391486195,282.07263179374485,283.30100391486195,282.07263179374485,283.30100548291233,0.0019603964713750246,1.2239233333370355e-4,0.0020999158866319167,0.002269794677734375,1.847881140366303,2.941894976992465,0.2893876276149943,-13.5,70.5
8,34.520957946777344,1.2786582708358765,1,0,8.171547889709473,1.6865792423715345e-5,280.7386228298453,281.95678325134037,280.7386228298453,281.95678325134037,280.7386228298453,281.956784795547,0.001957670494968813,1.2439495435297138e-4,0.0020989312417454995,0.002272033447265625,1.877680053240223,2.9883233526677992,0.2905945634610971,-12.5,70.5
8,34.57268524169922,1.5378788709640503,1,0,8.17475414276123,1.6583417589277878e-5,278.8720306754267,280.0778634562667,278.8720306754267,280.0778634562667,278.8720306754267,280.0778649713917,0.001954829321275198,1.2656976785926303e-4,0.0020979825067237385,0.0022745654296875,1.9101648471844823,3.039070347671177,0.29232300019785223,-11.5,70.5
8,34.62847900390625,1.86626398563385,1,0,8.177489280700684,1.629088003093804e-5,277.4868851323054,278.6814277561778,277.4868851323054,278.6814277561778,277.4868851323054,278.68142924555957,0.0019520272952077877,1.2900235439998226e-4,0.002097320529638708,0.00227774365234375,1.9465219504244455,3.0957128187285012,0.29374816804300247,-10.5,70.5
8,34.68840789794922,2.277327537536621,1,0,8.179722785949707,1.5761811973448487e-5,272.77551944251474,273.94329632002876,272.77551944251474,273.94329632002876,272.77551944251474,273.94329774640045,0.0019505298652774878,1.3102058949727923e-4,0.002097312266748215,0.002281513671875,1.9766330473298452,3.1420853146296586,0.29503625740216693,-9.5,70.5
8,34.74650573730469,2.754939556121826,1,0,8.181818962097168,1.5432333132241167e-5,271.9955087519428,273.15249868932784,271.9955087519428,273.15249868932784,271.9955087519428,273.15250009285137,0.0019469885648027612,1.3418325513379285e-4,0.002096604153068795,0.00228564990234375,2.0240852040293444,3.215713793280374,0.29592548147926584,-8.5,70.5
8,34.801483154296875,3.2420260906219482,1,0,8.183686256408691,1.5114949399693605e-5,271.3632348810957,272.5100213578822,271.3632348810957,272.5100213578822,271.3632348810957,272.5100227401346,0.0019433566712087657,1.3737974646772474e-4,0.002095851367076184,0.0022897607421875,2.0721381483275727,3.2901265721434276,0.2966461880418795,-7.5,70.5
8,34.85441970825195,3.739992141723633,1,0,8.185154914855957,1.4814904411366569e-5,270.99575755219234,272.1333856910506,270.99575755219234,272.1333856910506,270.99575755219234,272.1333870546955,0.0019397079503690067,1.4057041303578628e-4,0.0020950932678161596,0.00229382177734375,2.1202006213595395,3.3643615701367624,0.297092207483328,-6.5,70.5
8,34.90590286254883,4.262968063354492,1,0,8.186113357543945,1.4529010985883043e-5,270.9849863764281,272.114653759634,270.9849863764281,272.114653759634,270.9849863764281,272.11465510774815,0.001935997149372016,1.4379479786091719e-4,0.002094320958218816,0.002297879150390625,2.168893317865248,3.4393316257664477,0.29717896856999315,-5.5,70.5
8,34.95444107055664,4.806079387664795,1,0,8.18647289276123,1.4262507656541941e-5,271.38532461060856,272.5085055922978,271.38532461060856,272.5085055922978,271.38532461060856,272.5085069285382,0.0019322948196854879,1.4699200398898124e-4,0.002093549331331011,0.002301853271484375,2.2173296046703017,3.513633737737797,0.2968563083433184,-4.5,70.5
8,34.99787902832031,5.349117755889893,1,0,8.18610954284668,1.4028697454853938e-5,272.2682500613161,273.386982767559,272.2682500613161,273.386982767559,272.2682500613161,273.38698409675334,0.0019288488878959225,1.5000288166670171e-4,0.002092880467017478,0.002305605712890625,2.263122399512337,3.583569786861526,0.29607909718591147,-3.5,70.5
8,35.03556442260742,5.855090141296387,1,0,8.184928894042969,1.3846369316181152e-5,273.6792440069442,274.79625600976215,273.6792440069442,274.79625600976215,273.6792440069442,274.7962573381217,0.0019260803110209153,1.5258440958533956e-4,0.0020925110899224363,0.00230897509765625,2.3025566569978575,3.6434451289466305,0.2948514621897671,-2.5,70.5
8,35.06509017944336,6.262588977813721,1,0,8.183195114135742,1.373139291049772e-5,275.3935612942779,276.5115262219991,275.3935612942779,276.5115262219991,275.3935612942779,276.51152755523674,0.001924425619324221,1.5445452923912905e-4,0.002092611541473848,0.0023117329101562502,2.3312575378734697,3.6867061563853434,0.2934244127292527,-1.5,70.5
8,35.084224700927734,6.562468528747559,1,0,8.180835723876953,1.3688480133687457e-5,277.47292934803414,278.59488311678473,277.47292934803414,278.59488311678473,277.47292934803414,278.5948844614797,0.0019240516828878678,1.5551254409588172e-4,0.0020932527071174374,0.002313802978515625,2.3476513313530583,3.7110134859953923,0.2917779425248923,-0.5,70.5
8,35.09182357788086,6.7735700607299805,1,0,8.178009986877441,1.3701785841172439e-5,279.8138803799947,280.9421553054726,279.8138803799947,280.9421553054726,279.8138803799947,280.94215666672784,0.0019245916771520007,1.5588514262933464e-4,0.002094178605622508,0.00231512841796875,2.3536560175064243,3.7193784048689285,0.289967009931031,0.5,70.5
8,35.095985412597656,6.950810432434082,1,0,8.175020217895508,1.3735067695838487e-5,282.239049366304,283.37445026793205,282.239049366304,283.37445026793205,282.239049366304,283.3744516475938,0.0019253412247961642,1.5599166160444676e-4,0.0020950679540964494,0.002316026123046875,2.3556204281925317,3.7215363730381927,0.2880898303249365,1.5,70.5
8,35.093711853027344,7.113444805145264,1,0,8.171881675720215,1.3779570707266039e-5,284.75436389219857,285.8974365167858,284.75436389219857,285.8974365167858,284.75436389219857,285.89743791622806,0.001926095147497608,1.5592974095860547e-4,0.0020958044591634795,0.00231651953125,2.355084703570283,3.7198474557303154,0.28612737649304293,2.5,70.5
8,35.08143997192383,7.247458457946777,1,0,8.1687164306640625,1.3837430633393174e-5,287.25928415489676,288.4103861968743,287.25928415489676,288.4103861968743,287.25928415489676,288.4103876169395,0.00192689771377231,1.5564711262651727e-4,0.00209638225703222,0.00231652734375,2.3512568231218096,3.7131615599899,0.28416794859031863,3.5,70.5
8,35.05684280395508,7.315496921539307,1,0,8.165823936462402,1.3914438987958209e-5,289.4938989228233,290.6529261238482,289.4938989228233,290.6529261238482,289.4938989228233,290.6529275639891,0.0019278910686773623,1.550243122408938e-4,0.0020968298199062147,0.002315914306640625,2.3422560081168373,3.69872810576426,0.28242713979505657,4.5,70.5
8,35.02019119262695,7.422570705413818,1,0,8.163226127624512,1.3962265621523203e-5,291.49821914451644,292.66364002416265,291.49821914451644,292.66364002416265,291.49821914451644,292.66364148096375,0.0019279303344548742,1.546287213318151e-4,0.0020965213214082126,0.002314889892578125,2.3369030653102616,3.689916953706342,0.2807485127529673,5.5,70.5
8,34.97893524169922,7.569751262664795,1,0,8.160914421081543,1.3980511863370615e-5,293.28766340051385,294.45798494089473,293.28766340051385,294.45798494089473,293.28766340051385,294.4579864109844,0.001927128242588684,1.5449768312467347e-4,0.002095606437576728,0.00231366357421875,2.335700001997615,3.687467212690564,0.279141904505835,6.5,70.5
8,34.936012268066406,7.693310737609863,1,0,8.159064292907715,1.3991232178304713e-5,294.6828212212131,295.8568155116191,294.6828212212131,295.8568155116191,294.6828212212131,295.8568169918026,0.0019260680640636992,1.543581351596394e-4,0.0020944174314016435,0.0023121767578125,2.3343320666116925,3.684890780818106,0.27780235511316276,7.5,70.5
8,34.88895034790039,7.827577590942383,1,0,8.15755844116211,1.3983565578025624e-5,295.79379693873517,296.97015539461034,295.79379693873517,296.97015539461034,295.79379693873517,296.97015688169125,0.0019244692859061352,1.5434771526095785e-4,0.002092800566745119,0.00231046923828125,2.3349934713427882,3.6854805436412805,0.27661098642394233,8.5,70.5
8,34.8409423828125,7.982682228088379,1,0,8.156545639038086,1.394729893118432e-5,296.50757784922524,297.6843914292819,296.50757784922524,297.6843914292819,296.50757784922524,297.68439291858954,0.0019221467457829816,1.545779567941343e-4,0.0020906720015083004,0.00230863037109375,2.339373680729597,3.6918249440754547,0.2756336141893487,9.5,70.5
8,34.800384521484375,8.119996070861816,1,0,8.156168937683105,1.38945753216588e-5,296.6991458889085,297.8746128654768,296.6991458889085,297.8746128654768,296.6991458889085,297.8746143523285,0.0019195451995250563,1.5492954229785259e-4,0.002088369317144568,0.002306833984375,2.3454821302824636,3.7009428087350655,0.27502190158398215,10.5,70.5
8,34.761600494384766,8.20578384399414,1,0,8.156249046325684,1.3848007436703067e-5,296.4980296602166,297.6713899939039,296.4980296602166,297.6713899939039,296.4980296602166,297.67139147602154,0.0019171818637726715,1.5515270188866457e-4,0.002086182573098039,0.002304986572265625,2.3494897348136523,3.707020328708686,0.2747339677282061,11.5,70.5
8,34.72618103027344,8.24400806427002,1,0,8.156684875488281,1.3809593622261843e-5,295.99433806472223,297.1651270545217,295.99433806472223,297.1651270545217,295.99433806472223,297.16512853041155,0.0019151354375462567,1.5524787120291597e-4,0.002084192902371435,0.002303165771484375,2.351389471406245,3.7100205940480016,0.2747162616727218,12.5,70.5
8,34.68926239013672,8.234601974487305,1,0,8.157376289367676,1.3783510798411183e-5,295.27173039247594,296.4398131040565,295.27173039247594,296.4398131040565,295.27173039247594,296.43981457306484,0.0019134744652358618,1.5516661417518232e-4,0.0020824245902094553,0.00230131396484375,2.350489457873871,3.708884899888757,0.27491533159146553,13.5,70.5
8,34.647911071777344,8.17724323272705,1,0,8.158246994018555,1.3773116980118822e-5,294.39618784159853,295.5616908526904,294.39618784159853,295.5616908526904,294.39618784159853,295.5616923148237,0.0019122719080830206,1.5487525684918099e-4,0.0020809202819123207,0.002299416259765625,2.3463046932429212,3.702866575109566,0.2752939322171205,14.5,70.5
8,34.59579086303711,8.071653366088867,1,0,8.159290313720703,1.3779212977787707e-5,293.3709621584984,294.53402487532276,293.3709621584984,294.53402487532276,293.3709621584984,294.5340263306186,0.001911486171161785,1.5434416562756537e-4,0.002079609549767138,0.0022973515625,2.3384464647041856,3.6913876412025552,0.27584268667391604,15.5,70.5
8,34.524044036865234,7.918400764465332,1,0,8.16041374206543,1.3805654996406921e-5,292.2655690801544,293.42659425147207,292.2655690801544,293.42659425147207,292.2655690801544,293.4265957006284,0.0019111063565491024,1.535129054218693e-4,0.0020784249169673785,0.002294949951171875,2.326084820068969,3.673180244225431,0.2765022050533884,16.5,70.5
8,34.420654296875,7.710444927215576,1,0,8.161401748657227,1.3864721433936114e-5,291.24028619627575,292.40042032940863,291.24028619627575,292.40042032940863,291.24028619627575,292.40042177492177,0.0019112762152900878,1.5223522852525788e-4,0.002077376165249282,0.002291983154296875,2.307090796308926,3.6449807641955316,0.2771565865582068,17.5,70.5
8,34.29794692993164,7.458176612854004,1,0,8.162271499633789,1.3950626793040068e-5,290.28622521377747,291.4464203281512,290.28622521377747,291.4464203281512,290.28622521377747,291.44642177208993,0.001911924767509292,1.506277971967042e-4,0.002076503191499036,0.002288676513671875,2.2831402328636288,3.6092755842721367,0.27780643338369704,18.5,70.5
8,34.161293029785156,7.161302089691162,1,0,8.163097381591797,1.4061038576701486e-5,289.34580684943586,290.50679161530707,289.34580684943586,290.50679161530707,289.34580684943586,290.5067930591734,0.0019130359520880315,1.4874157808946457e-4,0.0020758385687541974,0.00228514501953125,2.2549545108816034,3.5671440559050045,0.27849699500844083,19.5,70.5
8,34.32181167602539,7.427952766418457,1,0,8.160100936889648,1.4033099574419891e-5,291.7418467770244,292.9083188412182,291.7418467770244,292.9083188412182,291.7418467770244,292.90832030061324,0.0019124901735099549,1.4982602466251073e-4,0.0020763492977468856,0.0022873388671875,2.2707006274978276,3.589613561461456,0.2765031920321761,20.5,70.5
8,34.342872619628906,7.544888973236084,1,0,8.159515380859375,1.3988767010470481e-5,292.03382930188405,293.1996731870122,292.03382930188405,293.1996731870122,292.03382930188405,293.19967464564127,0.0019102174970512002,1.5021859384880352e-4,0.002074424857910474,0.00228606103515625,2.2767743826590516,3.598463611733941,0.2758025007109401,21.5,70.5
8,33.94349670410156,0.34536251425743103,1,0,8.152649879455566,1.8412008358936518e-5,294.60009832391734,295.8946936017457,294.60009832391734,295.8946936017457,294.60009832391734,295.8946953373837,0.0019801499739095676,1.1443777488817864e-4,0.002112999757156683,0.002269191162109375,1.7306235720558185,2.7593497978760984,0.2814154674146304,-18.5,69.5
8,34.15102767944336,0.7378467917442322,1,0,8.151238441467285,1.820969195362491e-5,296.19978064619374,297.49450247232954,296.19978064619374,297.49450247232954,296.19978064619374,297.49450421183144,0.001978618122503458,1.1636108589304334e-4,0.0021131889003501263,0.002272513916015625,1.7585362693583853,2.8018669278686494,0.2802853664090706,-17.5,69.5
8,34.321533203125,1.0971239805221558,1,0,8.151163101196289,1.7976063922334228e-5,296.7803714103681,298.07133848691024,296.7803714103681,298.07133848691024,296.7803714103681,298.0713402195406,0.0019767360016296398,1.183895282955576e-4,0.002113101593847531,0.0022757216796875,1.7881924598185304,2.8473732360495987,0.2799701778587358,-16.5,69.5
8,34.46096420288086,1.4517977237701416,1,0,8.152032852172852,1.7712109733210195e-5,296.67168392969376,297.95600672038876,296.67168392969376,297.95600672038876,296.67168392969376,297.95600843835416,0.001974495048727656,1.2057167297358914e-4,0.0021127788314344556,0.00227892236328125,1.8203126477599567,2.8969117042013637,0.2802134009630672,-15.5,69.5
8,34.582611083984375,1.8359861373901367,1,0,8.1536226272583,1.7406785633619828e-5,296.07024715211764,297.34533814772794,296.07024715211764,297.34533814772794,296.07024715211764,297.34533984441225,0.0019716643143994146,1.2304161754148505e-4,0.0021121127175745195,0.002282221923828125,1.8568643308146857,2.9534419213464673,0.2808378265980864,-14.5,69.5
8,34.686439514160156,2.221055030822754,1,0,8.155845642089844,1.684589591943796e-5,290.91640563449386,292.1628110762787,290.91640563449386,292.1628110762787,290.91640563449386,292.1628127006746,0.0019698685588919723,1.249479814753912e-4,0.0021116624362868017,0.0022854833984375,1.8850201623220892,2.9966240740229817,0.28202193664150366,-13.5,69.5
8,34.7647819519043,2.669626474380493,1,0,8.158881187438965,1.6461753236116506e-5,289.2488965074585,290.48070547405945,289.2488965074585,290.48070547405945,289.2488965074585,290.48070706423806,0.0019654225272492183,1.2809409793964482e-4,0.0021099783784249795,0.00228875,1.9320769842581564,3.069699672669854,0.2833590690233757,-12.5,69.5
8,34.81327438354492,3.196207284927368,1,0,8.162646293640137,1.6018102345754767e-5,287.1113827991964,288.3254837842576,287.1113827991964,288.3254837842576,287.1113827991964,288.32548533314065,0.0019596779878676353,1.3177302847827945e-4,0.0021074691186916696,0.002291971923828125,1.9874594529269523,3.155760840082556,0.2849909099920792,-11.5,69.5
8,34.83795166015625,3.7992501258850098,1,0,8.166664123535156,1.5540007843369526e-5,284.8493187381634,286.044177871328,284.8493187381634,286.044177871328,284.8493187381634,286.0441793760251,0.0019528801278223859,1.3590016244328004e-4,0.0021043202981090355,0.002295181884765625,2.049930154658167,3.25273379774918,0.28664192362112556,-10.5,69.5
8,34.86661911010742,4.419136047363281,1,0,8.169737815856934,1.5106346201661395e-5,283.2880263847242,284.4665500760217,283.2880263847242,284.4665500760217,283.2880263847242,284.4665515443538,0.001946407123631842,1.399721524728481e-4,0.0021014856223063516,0.002298552001953125,2.1117082080024847,3.3482656318452606,0.28772096037650347,-9.5,69.5
8,34.900997161865234,5.023923873901367,1,0,8.171789169311523,1.4733110041796204e-5,282.4534580028601,283.6190910867757,282.4534580028601,283.6190910867757,282.4534580028601,283.6190925274312,0.0019406664793564338,1.4380076586030234e-4,0.0020992003552585325,0.0023020390625,2.169917562760509,3.4378991068678304,0.2882305920228872,-8.5,69.5
